block_number,address,is_erc20,is_erc721
4000000,0x7a83db2d2737c240c77c7c5d8be8c2ad68f6ff23,true,false
4000027,0x44855ee82e07a25f22707286fd1ee9652a5aa2a5,true,false
4000103,0xd266df8b05c50f498f1d10f147fc8637a11d5f52,false,false
4000144,0x647af83d8766382700bdca826d0ee2fd6bb9ec19,true,false
4000329,0x3a26746ddb79b1b8e4450e3f4ffe3285a307387e,true,false
4000402,0x52cb6aee8afa8327744ecb44160d7d31c942d280,false,false
4000506,0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a,true,false
4000514,0x7bbc3ad5c296ae6eb50228d2a6a37234d2db3ff1,false,false
4000522,0x5a8b20e070e82b4e3fb97ecbd71b587a74f2ecc1,false,false
4000525,0x1eda70885560eb299423b9239bd7133994fcb78f,false,false
4000550,0x2aa8e4582610423a725a049e10c0b521f5ed6565,false,false
4000751,0x8460c388d746fffce672dc95287a812dab267b0c,false,false
4001111,0x4bc49c123da71674f6a624bdfc9cceba14682eb6,true,false
4001143,0x6761ac37dc20bd64a63800644edf51d45b9fbdb1,false,false
4001158,0xa9cbf2672693261d775a0967cdc860f7fd01dadd,true,false
4001189,0x0cb367a57e49f9bf36949c6af8f98dae4fb176e1,false,false
4001274,0x546ffdce2067b1b4ea71e987eff43e94ba41c669,true,false
4001352,0x9e421d2e3cf180210003844dd493c346e1baf90a,false,false
4001475,0x5d65d971895edc438f465c17db6992698a52318d,true,false
4001567,0xa4eddf9171dd1c39bd0d506f91db521cec8fd83a,false,false
4001806,0xa37b746d0b7ee6590cb7c9da8a3dfc557c288b63,false,false
4001822,0x523f908b2620ab082e010541e8f2d7e1079041ab,true,false
4001912,0x00d9c4a88d400be130cbd69af805efade49b4e0f,false,false
4001989,0x1f017077583d22bea2ccdea2a1082fa48bbe0525,false,false
4001996,0x62e6e32e0e4f51a1c828ce55c8d47af94cd12d6d,false,false
4001998,0xe15ed09a45f2b7fe5d480f81235890e16fa0bd82,false,false
4001998,0x458ddf1396f8b010389379c0b32556444fd3d6a0,true,false
4002065,0x5964f0e626bc4ef43e0c2a84771db1ecf9eb173b,false,false
4002096,0x96219e8e35cd86d36a8669eb07e5969308676989,false,false
4002180,0xbf493f4aa8185c999a5d0c72c8f6112777252e93,true,false
4002183,0x1fd459e1d20cdbf98fb45edd5ebadecd34c64ea8,false,false
4002187,0x91aba36a26c653aba26bf768bc203254cb2bb910,false,false
4002198,0x7fb95120b2669075a8c38bad7da1de84b10bf322,true,false
4002482,0xe63d323cb861398473c3af388adfb536a2b5a9ae,false,false
4002526,0x77cc36bbca6b1dcabb46eb2d2a36c3618022994c,true,false
4002575,0x9610182132aa763b54c5f6b5be78b1eef9b73610,true,false
4002675,0x8d82f964bceb866fe70812ce39a86840ef608a8f,true,false
4002848,0x5a9d4afa223041ecf47c6c0f34e1689d649fba9d,false,false
4003025,0xa9ac92ea55b2075b13b1097311f95ee2a0d50e1e,false,false
4003188,0x9e824085184ea003af540e68a0643473c84371d1,false,false
4003233,0xd5cd8b678360ccc6e026d575d5ea801466d2b114,true,false
4003303,0x12826eacf16678a6ab9772fb0751bca32f1f0f53,true,false
4003315,0xb486fb8aebffbe9270f8254450648ef62ff3fe33,false,false
4003316,0x459f7854776ed005b6ec63a88f834fdab0b6993e,false,false
4003355,0x9d208545989388e87c6cc4b3bf4da4d0f86392f5,false,false
4003432,0xbc86ad85966c2dae7b1eda7116dfc384ced5eec4,true,false
4003496,0x43aeddee115ba2a34d4c47fce7772fe6290691ec,false,false
4003594,0x68048bb2e2485794b9432a045715e5f970309a59,false,false
4003614,0x7f9a4f4606eb72aad448937d1374b9a423743916,false,false
4003645,0x9a68e1ed0fa45d27234fd2d4c47c408dca9d0f4f,false,false
4003716,0x049249e0dcdd3424b50ebbbabd8cd93d644b94e6,true,false
4003747,0xffc0468435d3010aad51d127cee88109a1e67457,false,false
4003755,0x4492adc0a17216f1fe8f938c9ef25c95205f2eea,false,false
4003825,0x9f050a5f473bf95481c5360bacdb672a98fa3dd7,false,false
4003847,0xfb9ccc96d1f63c7265a4eb3a82411552ca061183,false,false
4003880,0x0006157838d5a6b33ab66588a6a693a57c869999,false,false
4004126,0x564b8bb8659ed0a15eebe39c24373fd67e5227f3,false,false
4004335,0x3aca783ca0bd7ae06f4440bf58d3a75e425ec3ee,false,false
4004335,0x9bd1c760208bfb99a82cdf3adac09f4800db78b1,true,false
4004344,0x7206533ca589240a31473c93f5ca471343a89b8d,false,false
4004456,0x8a57d2708d1f228dac2f7934f5311cd2a0a1cda4,false,false
4004479,0x1e30677fc198096fe65f63ea6b58a0bd8d0610f3,false,false
4004494,0xe8cba706c07850b322f8fce1c93bde83ef3bf8a1,false,false
4004560,0x9db117e85a9eaf28a51d284e441b783cb0c1c8a0,false,false
4004702,0xce485ce12cf58a4f3638e4354f2f16230f596b2b,true,false
4004755,0x5cf7a3bad036c523643d4ebe30c575d7eab2a0b9,true,false
4004829,0xb92dca7406c8f46b372f8f84548a5e40bb969c8d,true,false
4004841,0xdc73888c5bed9c0a8fcb6e095a1c7dde9d8aa6a1,false,false
4004875,0x11eb6c9dee8f920aed537ad1dfe78c94ba064979,true,false
4005163,0x5e6ed16d845a46b9f863a256e7a3194f2a9e8b5c,false,false
4005165,0xf30be15c1b39c54916aa03e17149417054ad962f,false,false
4005182,0x19113d5fab0f9e0c390ef4052576bc8bc538a7e5,true,false
4005207,0x6e88c8805532835c85de7f6ecb023e9b0c863153,false,false
4005213,0xf8872e72bc2bdd1d8d20793a72aea9f1600c4cd3,false,false
4005219,0x91bc206f0a1ffbc399b4a20a41324ed1dad2b718,true,false
4005235,0xfe258791fe1a1d50de0079d9d25ade4fd8f6624e,false,false
4005238,0x4ecdc839fcfe8d80c69877acf692e6a65b364b38,true,false
4005667,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094,true,false
4005678,0x9bc42587af0fe34032d8068f51bd6bd7d7e4d718,false,false
